,0
09:13,77.22222222222221
09:14,75.6
09:15,74.39999999999999
09:16,72.8
09:17,72.4222222222222
09:18,72.28888888888889
09:19,72.82222222222221
09:20,72.48888888888888
09:21,72.4
09:22,72.4
09:23,72.53333333333333
09:24,72.22222222222221
09:25,71.39999999999999
09:26,70.84444444444443
09:27,71.26666666666667
09:28,71.4
09:29,71.44444444444443
09:30,70.28888888888888
09:31,69.93333333333332
09:32,69.93333333333332
09:33,70.33333333333333
09:34,70.66666666666666
09:35,70.75555555555555
09:36,71.2
09:37,71.44444444444443
09:38,71.39999999999999
09:39,71.3111111111111
09:40,70.44444444444443
09:41,69.08888888888887
09:42,68.51111111111109
09:43,67.66666666666666
09:44,66.64444444444443
09:45,63.73333333333333
09:46,60.82222222222221
09:47,58.62222222222222
09:48,56.844444444444434
09:49,54.89999999999999
09:50,51.966666666666654
09:51,48.811111111111096
09:52,46.82222222222221
09:53,44.04444444444443
09:54,41.64444444444443
09:55,38.04444444444442
09:56,35.79999999999999
09:57,33.688888888888876
09:58,32.1111111111111
09:59,30.44444444444443
10:00,28.311111111111096
10:01,26.088888888888874
10:02,23.87777777777776
10:03,21.899999999999984
10:04,20.499999999999982
10:05,19.51111111111109
10:06,18.51111111111109
10:07,17.466666666666647
10:08,16.066666666666652
10:09,14.37777777777776
10:10,12.733333333333315
10:11,11.422222222222205
10:12,10.55555555555554
10:13,9.37777777777776
10:14,8.155555555555539
10:15,7.333333333333316
10:16,6.999999999999983
10:17,6.999999999999983
10:18,6.999999999999983
10:19,7.266666666666649
10:20,7.266666666666649
10:21,7.266666666666649
10:22,6.999999999999983
10:23,6.999999999999983
10:24,6.999999999999983
10:25,6.999999999999983
10:26,6.999999999999983
10:27,6.999999999999983
10:28,6.999999999999983
10:29,6.999999999999983
10:30,6.999999999999983
10:31,6.999999999999983
10:32,6.999999999999983
10:33,6.999999999999983
10:34,6.999999999999983
10:35,6.999999999999983
10:36,6.999999999999983
10:37,6.999999999999983
10:38,6.999999999999983
10:39,6.999999999999983
10:40,6.999999999999983
10:41,6.999999999999983
10:42,6.999999999999983
10:43,6.999999999999983
10:44,6.999999999999983
10:45,6.999999999999983
10:46,6.999999999999983
10:47,6.999999999999983
10:48,6.999999999999983
10:49,6.999999999999983
10:50,6.999999999999983
10:51,6.999999999999983
10:52,6.999999999999983
10:53,6.999999999999983
10:54,6.999999999999983
10:55,6.999999999999983
10:56,6.999999999999983
10:57,6.999999999999983
10:58,6.999999999999983
10:59,6.999999999999983
11:00,6.999999999999983
11:01,6.999999999999983
11:02,6.999999999999983
11:03,6.999999999999983
11:04,6.999999999999983
11:05,6.999999999999983
11:06,6.999999999999983
11:07,6.999999999999983
11:08,6.999999999999983
11:09,6.999999999999983
11:10,6.999999999999983
11:11,6.999999999999983
11:12,6.999999999999983
11:13,6.999999999999983
11:14,6.999999999999983
11:15,6.999999999999983
11:16,6.999999999999983
11:17,6.999999999999983
11:18,6.999999999999983
11:19,6.999999999999983
11:20,6.999999999999983
11:21,6.999999999999983
11:22,6.999999999999983
11:23,6.999999999999983
11:24,6.999999999999983
11:25,6.999999999999983
11:26,6.999999999999983
11:27,6.999999999999983
11:28,6.999999999999983
11:29,6.999999999999983
11:30,6.999999999999983
11:31,6.999999999999983
11:32,6.999999999999983
11:33,6.999999999999983
11:34,6.999999999999983
11:35,6.999999999999983
11:36,6.999999999999983
11:37,6.999999999999983
11:38,6.999999999999983
11:39,6.999999999999983
11:40,6.999999999999983
11:41,6.999999999999983
11:42,6.999999999999983
11:43,6.999999999999983
11:44,6.999999999999983
11:45,6.999999999999983
11:46,6.999999999999983
11:47,6.999999999999983
11:48,6.999999999999983
11:49,6.999999999999983
11:50,6.999999999999983
11:51,6.999999999999983
11:52,6.999999999999983
11:53,6.999999999999983
11:54,6.999999999999983
11:55,6.999999999999983
11:56,6.999999999999983
11:57,6.999999999999983
11:58,6.999999999999983
11:59,6.999999999999983
12:00,6.999999999999983
12:01,6.999999999999983
12:02,6.999999999999983
12:03,6.999999999999983
12:04,6.999999999999983
12:05,6.999999999999983
12:06,6.999999999999983
12:07,6.999999999999983
12:08,6.999999999999983
12:09,6.999999999999983
12:10,6.999999999999983
12:11,6.999999999999983
12:12,6.999999999999983
12:13,6.999999999999983
12:14,6.999999999999983
12:15,6.999999999999983
12:16,6.999999999999983
12:17,6.999999999999983
12:18,6.999999999999983
12:19,6.999999999999983
12:20,6.999999999999983
12:21,6.999999999999983
12:22,6.999999999999983
12:23,6.999999999999983
12:24,6.999999999999983
12:25,6.999999999999983
12:26,6.999999999999983
12:27,6.999999999999983
12:28,6.999999999999983
12:29,6.999999999999983
12:30,6.999999999999983
12:31,6.999999999999983
12:32,6.999999999999983
12:33,6.999999999999983
12:34,6.999999999999983
12:35,6.999999999999983
12:36,6.999999999999983
12:37,6.999999999999983
12:38,6.999999999999983
12:39,6.999999999999983
12:40,6.999999999999983
12:41,6.999999999999983
12:42,6.999999999999983
12:43,6.999999999999983
12:44,6.999999999999983
12:45,6.999999999999983
12:46,6.999999999999983
12:47,6.999999999999983
12:48,6.999999999999983
12:49,6.999999999999983
12:50,6.999999999999983
12:51,6.999999999999983
12:52,6.999999999999983
12:53,6.999999999999983
12:54,6.999999999999983
12:55,6.999999999999983
12:56,6.999999999999983
12:57,6.999999999999983
12:58,6.999999999999983
12:59,6.999999999999983
